0
0
5:2.2704545454545455
1:0.6069258809234508
5:2.2704545454545455
1:0.6098901098901099
5:2.3232558139534882
1:0.6084043848964678
5:2.30184331797235
1:0.6025331724969843
5:2.2299107142857144
1:0.6032608695652174
5:2.0987394957983194
1:0.6018072289156626
5:2.260180995475113
1:0.5960620525059666
5:2.3232558139534882
1:0.5808139534883721
5:2.260180995475113
1:0.5656851642129105
5:2.089958158995816
1:0.5476973684210527
5:2.280821917808219
1:0.5429347826086957
5:2.25
1:0.5353697749196141
5:2.107594936708861
1:0.5176165803108809
5:2.0726141078838176
1:0.5102145045965271
5:2.0640495867768593
1:0.5015060240963856
5:2.0640495867768593
1:0.4955357142857143
5:1.9821428571428572
1:0.48826979472140764
1:0.4911504424778761
1:0.49163385826771655
1:0.4873170731707317
1:0.48970588235294116
1:0.48307543520309476
1:0.48401162790697677
3:0.48779296875
1:0.4779904306220096
3:0.48826979472140764
1:0.48542274052478135
3:0.49850299401197606
1:0.4873170731707317
3:0.49652087475149104
3:0.4995
1:0.5
3:0.5030211480362538
1:0.500501002004008
3:0.5
3:0.49850299401197606
3:0.500501002004008
3:0.49602780536246277
3:0.4955357142857143
1:0.5495049504950495
3:0.4911504424778761
1:0.5417570498915402
3:0.4921182266009852
1:0.5308182784272051
3:0.4826086956521739
1:0.5219435736677116
1:0.5065922920892495
1:0.48970588235294116
1:0.49163385826771655
1:0.4694548872180451
1:0.46989651928504234
1:0.4703389830508475
1:0.471671388101983
1:0.47301136363636365
0
